format	1
NumStability.Ch11Closure.Aasen118Reduced.higham11_8_aasen_normwise_backward_error_of_reduced	NumStability.Algorithms.Cholesky.Aasen118ReducedCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.ReducedResidual	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfL_upper_zero	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfM	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfMInit	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfMRun	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfMStepAt	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfMUEnvelope	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfMUEnvelope_nonneg	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfP	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfPermEquiv	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfPermEquivRun	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfPivotP	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfSourceEnvelope	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfSourceEnvelope_nonneg	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfU	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfU_bandwidth_two	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfU_diag	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.dgttrfU_lower_zero	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.finReplace	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.finReplace_of_ne	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.finReplace_same	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.finSwap	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.finSwap_left	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.finSwap_right	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRF	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFMultiplier	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFMultiplier_relative	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFNegMul	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFNegMul_residual_le_u	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFRun	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFStepAt	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFUpdate	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFUpdate_backward_coefficients_gamma1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFUpdate_div_error_le_gamma3	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRFUpdate_error_le_gamma2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRF_multiplier_pivot_residual_le_u	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRF_noSwap_diag_residual_le_gamma2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRF_swap_diag_residual_le_gamma2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRF_swap_fill_residual_le_u	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRS	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRSBackward	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRSBackward_backward_error	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRSForward	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRSForwardRun	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRSForwardStepAt	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRS_forward_local_residual_le_gamma2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.flDGTTRS_source_backward_error_gamma6_of_factor_forward_certificate	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.TridiagonalExecutor	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterFP	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_choice0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_d0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_d1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_dl0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_dl1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_du0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_ipiv0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS0_ipiv1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS1_d1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS1_dl0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS1_dl1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS1_ipiv0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS1_ipiv1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterS2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterT	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX1_0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX1_1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX1_2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX2_0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX2_1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterX2_2	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounterZ	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	definition	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounter_M_row	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounter_dl0	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounter_dl1	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
NumStability.Ch11Closure.AasenAdjacentGEPP.forwardCounter_forward_run_eq	NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability.Source.Higham.Chapter11.Section02.Aasen.AdjacentPivot.ForwardCounterexample	theorem	public
